time,price,volume,log_return,log_volume_variation,Decoded_States
2017-08-21 00:00:00.000,322.2012201364436,1743909692.665895,0.08761945230157586,1.6266706536314608,3
2017-08-22 00:00:00.000,312.1744705574116,898344262.6106703,-0.031614025607543006,-0.6633314606275178,5
2017-08-23 00:00:00.000,316.7889202107443,466474643.4924128,0.014673453226748734,-0.6553496967481145,5
2017-08-24 00:00:00.000,321.7852984049241,397752658.9354108,0.015648862764597204,-0.15937331188742476,5
2017-08-25 00:00:00.000,329.0252809929819,451950699.0501941,0.022250041726125325,0.1277427488486751,5
2017-08-26 00:00:00.000,329.8657826244216,333839327.838868,0.002551262670715815,-0.3029132781272743,5
2017-08-27 00:00:00.000,343.3413371281412,370052131.9873908,0.04003925189970747,0.10298407011812571,5
2017-08-28 00:00:00.000,344.2011314209417,519874393.4238931,0.002501066567732302,0.33994333831300594,5
2017-08-29 00:00:00.000,366.809589912788,767166476.1357825,0.06361671396564894,0.3891165949431752,5
2017-08-30 00:00:00.000,378.90633073469184,852991842.1703743,0.032446141237992165,0.1060461575209537,5
2017-08-31 00:00:00.000,382.9344507545728,414360266.00919527,0.010574801599513961,-0.7220141805877951,5
2017-09-01 00:00:00.000,386.3430570009356,505643412.793286,0.008861895790179375,0.1990958998915815,5
2017-09-02 00:00:00.000,346.3987754868897,958653961.776176,-0.10913508175516107,0.6396984743602765,4
2017-09-03 00:00:00.000,349.92924044114534,671189521.5578377,0.010140322162691895,-0.3564786338914736,0
2017-09-04 00:00:00.000,299.7173318855491,1278523027.0732577,-0.15489116044306517,0.6444092620505515,4
2017-09-05 00:00:00.000,318.9728041158723,1099567125.3565156,0.06226604216219922,-0.15078894664364384,1
2017-09-06 00:00:00.000,333.20632999273016,672471698.8217244,0.04365606209416306,-0.4917118318790443,0
2017-09-07 00:00:00.000,329.4156625176296,431394249.7466129,-0.011441542449634134,-0.44393762247239366,0
2017-09-08 00:00:00.000,304.47510826802426,660392679.7301207,-0.07873102767750417,0.42581222280288245,4
2017-09-09 00:00:00.000,299.6944444705654,315515992.3564483,-0.015825900379930147,-0.7386252577609156,2
2017-09-10 00:00:00.000,292.7796567856866,456818455.0948669,-0.023343135699914974,0.3700766887227829,1
2017-09-11 00:00:00.000,296.4753988432914,363007787.8441453,0.012543941652213952,-0.2298617701955301,0
2017-09-12 00:00:00.000,290.58653195906925,583871859.8283461,-0.020062838705431574,0.47525725249959194,4
2017-09-13 00:00:00.000,277.33365793127047,721738885.8360373,-0.04668008185158801,0.21198187886314557,1
2017-09-14 00:00:00.000,214.3117136334975,929861557.1062984,-0.2577897616129494,0.2533722922259436,3
2017-09-15 00:00:00.000,246.9218572871298,1617179859.467345,0.14164035834999567,0.5534033719966516,3
2017-09-16 00:00:00.000,244.80561175288247,586258300.894896,-0.008607445112156498,-1.0146786047669103,3
2017-09-17 00:00:00.000,249.6665459750284,336444511.1569665,0.019661737235333376,-0.5553272434612495,3
2017-09-18 00:00:00.000,287.96109568877347,935880977.9429078,0.14269917515935227,1.0230550725666383,3
2017-09-19 00:00:00.000,280.4456323420793,518505103.8522604,-0.026445504513218587,-0.590538436958294,5
2017-09-20 00:00:00.000,279.4176492108516,322301352.00916153,-0.0036722689997459312,-0.47546288742579534,5
2017-09-21 00:00:00.000,257.465074465559,470196974.0552085,-0.08182353532295483,0.377664716952804,4
2017-09-22 00:00:00.000,263.46977368373445,343728639.336796,0.023054572762628567,-0.3132991937044771,2
2017-09-23 00:00:00.000,283.22215899335055,365565238.5447601,0.07229295326764618,0.06159224755383974,1
2017-09-24 00:00:00.000,280.68104473460187,473679365.7914858,-0.009012651258951898,0.2590858948333796,1
2017-09-25 00:00:00.000,288.0857009417575,367147869.4968357,0.02603905605175605,-0.2547659682593135,0
2017-09-26 00:00:00.000,283.9294530726591,240690671.2951268,-0.014532205954483679,-0.4222520935924585,0
2017-09-27 00:00:00.000,302.1518453516756,394839374.31574607,0.062203887561532056,0.494966447421465,4
2017-09-28 00:00:00.000,294.3138380117381,344032408.65444744,-0.026283015969979395,-0.13774317075518638,5
2017-09-29 00:00:00.000,288.11459689868053,401420308.2527799,-0.02128836733088857,0.15427316449634532,5
2017-09-30 00:00:00.000,297.2689355700251,234494285.9120729,0.0312789291577813,-0.5375778081601794,5
2017-10-01 00:00:00.000,299.6748890236153,208656622.10220405,0.008060947722264622,-0.11674127609378004,5
2017-10-02 00:00:00.000,295.8400297394862,228753338.771096,-0.012879315606245001,0.09195435538677543,5
2017-10-03 00:00:00.000,292.2107206992577,213674545.194013,-0.012343679927205642,-0.06819025921408439,5
2017-10-04 00:00:00.000,293.0357027858311,167895948.31847614,0.0028192658678429794,-0.24110960827926675,5
2017-10-05 00:00:00.000,293.7193461204864,166289551.89366713,0.0023302522757413513,-0.009613874908289688,5
2017-10-06 00:00:00.000,307.7089805559562,223872523.77550796,0.04652976159853317,0.29734624220567696,5
2017-10-07 00:00:00.000,309.5982491240284,259031771.53758532,0.006121018436138215,0.14587392463168314,5
2017-10-08 00:00:00.000,307.05813687389934,195574551.40328008,-0.008238385831893957,-0.28100908036938677,5
2017-10-09 00:00:00.000,295.901045084102,422803467.0821769,-0.037012009300876336,0.7709658104153476,5
2017-10-10 00:00:00.000,299.9170113647283,262661724.03535348,0.013480716320497521,-0.4760404703629959,5
2017-10-11 00:00:00.000,303.2474665353709,179994094.52122995,0.01104338580974673,-0.3779429417518152,5
2017-10-12 00:00:00.000,302.0199976805083,389123581.441959,-0.004055960745192877,0.7709729411111752,5
