time,Risky Asset Return,Multiplier,Cushion,Risky Allocation,Tether Allocation,Backup,CPPI,Strategy,HOLD,SPREAD
2021-01-10 00:00:00.000,0.0472818493460494,1.1,1243.55253507826,1367.907788586086,625.6447464921739,469.64455637365336,1993.55253507826,2463.1970914519134,663.151901065765,1800.0451903861485
2021-01-11 00:00:00.000,-0.0119564753140073,1.1,1250.0,1380.8229745057477,619.1770254942523,527.8743014311285,2000.0,2527.8743014311285,694.5069493455027,1833.367352085626
2021-01-12 00:00:00.000,-0.1483808581551047,1.6,1233.4902241923078,1973.5843587076924,9.905865484615333,527.8743014311285,1983.4902241923078,2511.3645256234363,686.2030941502467,1825.1614314731896
2021-01-13 00:00:00.000,-0.0444417261976584,2.0,940.6480834057684,1690.6480834057684,0.0,527.8743014311285,1690.6480834057684,2218.522384836897,584.3836901715449,1634.138694665352
2021-01-14 00:00:00.000,0.0795936461372788,1.6,865.5127641864533,1384.8204226983253,230.69234148812802,527.8743014311285,1615.5127641864533,2143.387065617582,558.4126702185639,1584.9743953990178
2021-01-15 00:00:00.000,0.0723190411887211,1.6,975.7356708743807,1561.1770733990093,164.55859747537147,527.8743014311285,1725.7356708743807,2253.6099723055095,602.8587706905132,1650.7512016149963
2021-01-16 00:00:00.000,-0.0377265486547395,1.6,1088.6384999484108,1741.8215999174572,96.81690003095355,527.8743014311285,1838.6384999484108,2366.5128013795393,646.4569389590622,1720.055862420477
2021-01-17 00:00:00.000,0.0521805995375102,1.6,1022.9255826112487,1636.680932177998,136.24465043325063,527.8743014311285,1772.9255826112487,2300.799884042377,622.0683497982292,1678.731534244148
2021-01-18 00:00:00.000,-0.0042631130739385,1.1,1108.3285749039078,1219.1614323942986,639.1671425096092,527.8743014311285,1858.3285749039078,2386.2028763350363,654.5282492440103,1731.674627091026
2021-01-19 00:00:00.000,0.0214037784949523,1.1,1103.131151862226,1213.4442670484486,639.6868848137774,527.8743014311285,1853.131151862226,2381.0054532933545,651.7379213073962,1729.2675319859584
2021-01-20 00:00:00.000,0.0966915103626142,1.6,1129.1034441701008,1806.5655106721615,72.53793349793932,527.8743014311285,1879.1034441701008,2406.9777456012293,665.6875754118204,1741.2901701894089
2021-01-21 00:00:00.000,0.0017108110364931,1.1,1250.0,1380.3782991966002,619.6217008033998,581.6572933971283,2000.0,2581.6572933971283,730.053912508016,1851.6033808891125
2021-01-22 00:00:00.000,-0.2103901352137906,1.6,1250.0,2000.0,0.0,584.0188598259297,2000.0,2584.0188598259297,731.3028967987697,1852.71596302716
2021-01-23 00:00:00.000,0.0965074570815005,1.6,829.2197295724188,1326.7515673158703,252.46816225654857,584.0188598259297,1579.2197295724188,2163.2385893983483,577.4439814590398,1585.7946079393084
2021-01-24 00:00:00.000,-0.0044630348451608,1.1,957.2611495129688,1052.9872644642658,654.273885048703,584.0188598259297,1707.2611495129688,2291.2800093388987,633.1716317166689,1658.10837762223
2021-01-25 00:00:00.000,0.1231591292647937,1.6,952.5616306601544,1524.0986090562471,178.46302160390724,584.0188598259297,1702.5616306601544,2286.5804904860843,630.3457646613501,1656.2347258247341
2021-01-26 00:00:00.000,-0.0509027720880919,1.6,1140.268288265205,1824.429261224328,65.839027040877,584.0188598259297,1890.268288265205,2474.2871480911344,707.9786001727927,1766.308547918342
2021-01-27 00:00:00.000,0.0237474539119384,1.6,1047.3997813902572,1675.8396502244116,121.56013116584563,584.0188598259297,1797.3997813902572,2381.418641216187,671.9405268449507,1709.4781143712364
2021-01-28 00:00:00.000,-0.0783201942604767,1.6,1087.1967062477604,1739.5147299964167,97.68197625134371,584.0188598259297,1837.1967062477604,2421.21556607369,687.8974035377648,1733.318162535925
2021-01-29 00:00:00.000,0.0586026905076844,1.1,950.9575746754804,1046.0533321430285,654.9042425324519,584.0188598259297,1700.9575746754804,2284.97643450141,634.0211452614095,1650.9552892400006
2021-01-30 00:00:00.000,0.0380330369188239,1.6,1012.2591143535903,1619.6145829657446,142.64453138784575,584.0188598259297,1762.2591143535903,2346.2779741795202,671.1764902124916,1675.1014839670288
2021-01-31 00:00:00.000,-0.0057085906329179,2.0,1073.8579755817923,1823.8579755817923,0.0,584.0188598259297,1823.8579755817923,2407.876835407722,696.7033704437899,1711.173464963932
2021-02-01 00:00:00.000,-0.0411884316950637,1.6,1063.4463170266133,1701.5141072425813,111.93220978403201,584.0188598259297,1813.4463170266133,2397.4651768525428,692.7261761093522,1704.7390007431904
2021-02-02 00:00:00.000,0.038442973352585,1.6,993.363619442265,1589.381791107624,153.98182833464102,584.0188598259297,1743.363619442265,2327.3824792681944,664.1938713212895,1663.188607946905
2021-02-03 00:00:00.000,0.1010684723320887,1.6,1054.4641812848993,1687.142690055839,117.32149122906026,584.0188598259297,1804.4641812848993,2388.4830411108287,689.7274586174442,1698.7555824933845
2021-02-04 00:00:00.000,0.0925164407445473,1.6,1224.9811155750936,1959.9697849201498,15.011330654943777,584.0188598259297,1974.9811155750936,2558.999975401023,759.4371591854032,1799.56281621562
2021-02-05 00:00:00.000,-0.045070350320933,1.6,1250.0,2000.0,0.0,740.3294038686913,2000.0,2740.3294038686913,829.6975821223868,1910.6318217463045
2021-02-06 00:00:00.000,0.08279411873725,1.6,1159.859299358134,1855.7748789730144,54.08442038511953,740.3294038686913,1909.859299358134,2650.188703226825,792.3028214356998,1857.8858817911253
2021-02-07 00:00:00.000,-0.0240070388926989,1.6,1250.0,2000.0,0.0,803.8359489061227,2000.0,2803.8359489061227,857.9008353095054,1945.9351135966172
2021-02-08 00:00:00.000,-0.0457476142890138,1.6,1201.9859222146022,1923.1774755433635,28.8084466712387,803.8359489061227,1951.9859222146022,2755.8218711207246,837.3051765901512,1918.5166945305734
2021-02-09 00:00:00.000,0.084796214052762,1.6,1114.005140854125,1782.4082253666002,81.59691548752494,803.8359489061227,1864.005140854125,2667.841089760248,799.0004623293104,1868.8406274309377
2021-02-10 00:00:00.000,0.0102590207515325,1.1,1250.0,1376.5146610261716,623.4853389738284,818.9825591678377,2000.0,2818.9825591678377,866.7526765612424,1952.2298826065953
2021-02-11 00:00:00.000,-0.0170400188038684,1.1,1250.0,1376.4121692472256,623.5878307527744,833.1042516400939,2000.0,2833.104251640094,875.6447102565305,1957.4595413835634
2021-02-12 00:00:00.000,0.0246171907843706,1.1,1226.545910754154,1349.2005018295695,627.3454089245845,833.1042516400939,1976.545910754154,2809.6501623942477,860.7237079282513,1948.9264544659964
2021-02-13 00:00:00.000,0.0323944623546967,1.1,1250.0,1375.9759436914062,624.0240563085938,842.863688554155,2000.0,2842.863688554155,881.9123076589519,1960.951380895203
2021-02-14 00:00:00.000,-0.0166240794646981,1.1,1250.0,1379.457400090888,620.5425999091119,887.4376894630348,2000.0,2887.437689463035,910.4813827095536,1976.9563067534814
2021-02-15 00:00:00.000,-0.0032404232396858,1.1,1227.0677905627233,1349.7745696189957,627.2932209437276,887.4376894630348,1977.0677905627233,2864.505480025758,895.3454678522618,1969.1600121734964
2021-02-16 00:00:00.000,-0.016324236527077,1.1,1222.693949678993,1344.9633446468924,627.7306050321006,887.4376894630348,1972.693949678993,2860.131639142028,892.444169590686,1967.6874695513418
2021-02-17 00:00:00.000,0.0038315494489831,1.1,1200.7384499207285,1320.8122949128015,629.926155007927,887.4376894630348,1950.7384499207285,2838.1761393837633,877.8756998790768,1960.3004395046864
2021-02-18 00:00:00.000,0.0347311765096458,1.6,1205.7992075415118,1929.278732066419,26.52047547509278,887.4376894630348,1955.7992075415118,2843.2368970045463,881.2393240332242,1961.9975729713221
2021-02-19 00:00:00.000,0.0491599993116631,1.6,1250.0,2000.0,0.0,910.2430171842511,2000.0,2910.243017184251,911.8458025434632,1998.397214640788
2021-02-20 00:00:00.000,0.0160729497931324,1.6,1250.0,2000.0,0.0,1008.5630158075774,2000.0,3008.5630158075774,956.6721415688427,2051.890874238735
2021-02-21 00:00:00.000,-0.0208309181770838,1.6,1250.0,2000.0,0.0,1040.7089153938423,2000.0,3040.7089153938423,972.0486848687672,2068.6602305250753
2021-02-22 00:00:00.000,0.0062308210561088,1.1,1208.3381636458323,1329.1719800104156,629.1661836354167,1040.7089153938423,1958.3381636458323,2999.047079039675,951.8000182501239,2047.247060789551
2021-02-23 00:00:00.000,-0.0819814551155975,1.6,1216.619996406071,1946.591994249714,20.02800215635716,1040.7089153938423,1966.619996406071,3007.3289117999134,957.7305138450415,2049.598397954872
2021-02-24 00:00:00.000,-0.1342432598928429,1.6,1057.0355522011066,1691.2568835217708,115.77866867933585,1040.7089153938423,1807.0355522011066,2847.744467594949,879.2143727114161,1968.530094883533
2021-02-25 00:00:00.000,0.0403943035219143,2.0,829.9957148409339,1579.995714840934,0.0,1040.7089153938423,1579.995714840934,2620.7046302347762,761.1857691739946,1859.5188610607815
2021-02-26 00:00:00.000,-0.1031060781960722,1.6,893.8185413095425,1430.109666095268,213.70887521427449,1040.7089153938423,1643.8185413095425,2684.527456703385,791.9333381705707,1892.5941185328143
2021-02-27 00:00:00.000,-0.01224144194562,1.6,746.3655422481652,1194.1848675970643,302.18067465110084,1040.7089153938423,1496.3655422481652,2537.0744576420075,710.2801974790793,1826.7942601629281
2021-02-28 00:00:00.000,0.019884417471899,1.1,731.7469975191377,804.9216972710516,676.8253002480861,1040.7089153938423,1481.7469975191377,2522.4559129129802,701.5853436765157,1820.8705692364647
2021-03-01 00:00:00.000,-0.0438265513677533,1.6,747.752396579865,1196.403834527784,301.348562052081,1040.7089153938423,1497.752396579865,2538.4613119737073,715.5359595423453,1822.9253524313622
2021-03-02 00:00:00.000,0.1030270818451501,2.0,695.3181424693562,1390.6362849387124,54.68185753064381,1040.7089153938423,1445.3181424693562,2486.0270578631985,684.1764860559881,1801.8505718072104
2021-03-03 00:00:00.000,-0.0478075407929674,1.6,838.5913408145725,1341.746145303316,246.8451955112564,1040.7089153938423,1588.5913408145725,2629.300256208415,754.6651928814057,1874.635063327009
2021-03-04 00:00:00.000,0.0535396043315303,1.6,774.4457572391773,1239.1132115826838,285.3325456564935,1040.7089153938423,1524.4457572391773,2565.15467263302,718.5865058876952,1846.5681667453246
2021-03-05 00:00:00.000,-0.0210681617347647,1.1,840.7873883092861,924.8661271402149,665.9212611690713,1040.7089153938423,1590.7873883092861,2631.4963037031284,757.0593430908993,1874.436960612229
2021-03-06 00:00:00.000,-0.0048297458894763,1.1,821.3021591596907,903.4323750756599,667.8697840840308,1040.7089153938423,1571.3021591596907,2612.011074553533,741.1094944078455,1870.9015801456876
2021-03-07 00:00:00.000,0.0768140338241636,1.6,816.9388103597494,1307.102096575599,259.83671378415033,1040.7089153938423,1566.9388103597494,2607.6477257535917,737.5301238735774,1870.1176018800143
2021-03-08 00:00:00.000,0.0386755578150763,1.6,917.3425950177427,1467.7481520283884,199.59444298935432,1040.7089153938423,1667.3425950177427,2708.051510411585,794.1827877551419,1913.868722656443
2021-03-09 00:00:00.000,0.0617700138508272,1.6,974.1085735294882,1558.5737176471812,165.53485588230706,1040.7089153938423,1724.1085735294882,2764.8174889233305,824.8982500787045,1939.919238844626
2021-03-10 00:00:00.000,0.0171567394616811,1.1,1070.38169365609,1177.419863021699,642.9618306343909,1040.7089153938423,1820.38169365609,2861.090609049932,875.8522264115892,1985.238382638343
2021-03-11 00:00:00.000,-0.0365108860282434,1.1,1090.5823794829616,1199.6406174312579,640.9417620517038,1040.7089153938423,1840.5823794829616,2881.291294876804,890.8789948670662,1990.4123000097377
