time,Risky Asset Return,Multiplier,Cushion,Risky Allocation,Tether Allocation,Backup,CPPI,Strategy,HOLD,SPREAD
2017-10-20 00:00:00.000,-0.0094799185740699,1.1,35.24543050803766,38.76997355884143,746.4754569491962,0.0,785.2454305080377,785.2454305080377,609.2883409588669,175.95708954917075
2017-10-21 00:00:00.000,-0.0309798450624274,1.1,34.87789431558099,38.36568374713909,746.5122105684419,0.0,784.877894315581,784.877894315581,603.5123370984467,181.36555721713432
2017-10-22 00:00:00.000,-0.0075043974161985,1.1,33.68933137738054,37.058264515118594,746.631066862262,0.0,783.6893313773805,783.6893313773805,584.8156184018734,198.87371297550715
2017-10-23 00:00:00.000,-0.0478861956308303,1.9,33.411231432904515,63.48133972251858,719.929891710386,0.0,783.4112314329045,783.4112314329045,580.4269295861859,202.9843018467186
2017-10-24 00:00:00.000,0.0273525903032827,1.4,30.371351580044802,42.51989221206272,737.8514593679821,0.0,780.3713515800448,780.3713515800448,552.6324920866197,227.73885949342514
2017-10-25 00:00:00.000,0.0064322812733821,2.0,31.534380771461088,63.068761542922175,718.4656192285389,0.0,781.5343807714611,781.5343807714611,567.7484222309471,213.785958540514
2017-10-26 00:00:00.000,-0.0162161118418655,1.4,31.940056785269007,44.716079499376605,737.2239772858924,0.0,781.940056785269,781.940056785269,571.4003397752555,210.53971701001353
2017-10-27 00:00:00.000,-0.0104868440165653,2.0,31.21493583897734,62.42987167795468,718.7850641610227,0.0,781.2149358389773,781.2149358389773,562.13444795898,219.08048787999735
2017-10-28 00:00:00.000,0.0154381254489872,1.4,30.560243512716397,42.78434091780295,737.7759025949134,0.0,780.5602435127164,780.5602435127164,556.2394316868961,224.32081182582033
2017-10-29 00:00:00.000,0.0295902787985529,1.9,31.22075353505761,59.31943171660946,721.9013218184482,0.0,781.2207535350576,781.2207535350576,564.8267258129517,216.39402772210588
2017-10-30 00:00:00.000,-5.522268549329468e-05,1.9,32.97603205772384,62.654460909675294,720.3215711480485,0.0,782.9760320577238,782.9760320577238,581.5401061026308,201.435925955093
2017-10-31 00:00:00.000,-0.0216598843967772,1.9,32.97257211013425,62.64788700925507,720.3246851008792,0.0,782.9725721101343,782.9725721101343,581.5079918962498,201.46458021388446
2017-11-01 00:00:00.000,-0.0366589108415054,2.0,31.615626119811395,63.23125223962279,718.3843738801886,0.0,781.6156261198114,781.6156261198114,568.9125960159749,212.70303010383645
2017-11-02 00:00:00.000,-0.0194676361404617,1.4,29.297637281562288,41.0166921941872,738.2809450873751,0.0,779.2976372815623,779.2976372815623,548.0568798820159,231.2407573995464
2017-11-03 00:00:00.000,0.2099224395971952,1.9,28.49913924224063,54.14836456025719,724.3507746819835,0.0,778.4991392422406,778.4991392422406,537.3875079601961,241.11163128204453
2017-11-04 00:00:00.000,-0.0394297740062365,1.9,39.866096030928134,75.74558245876345,714.1205135721647,0.0,789.8660960309281,789.8660960309281,650.1972046402576,139.66889139067052
2017-11-05 00:00:00.000,0.1095897437747508,1.9,36.87946483260828,70.07098318195573,716.8084816506525,0.0,786.8794648326083,786.8794648326083,624.5600758018055,162.31938903080277
2017-11-06 00:00:00.000,0.0792026136169141,2.0,44.558525925563686,89.11705185112737,705.4414740744363,0.0,794.5585259255637,794.5585259255637,693.0054544808644,101.5530714446993
