time,price,volume,log_return,log_volume_variation,Decoded_States
2017-08-21 00:00:00.000,3935.22993283277,712634899.3959899,-0.016632159172242922,0.2557854642241537,2
2017-08-22 00:00:00.000,4008.41668521521,1402352816.7446954,0.01842700885333315,0.6769374616850783,4
2017-08-23 00:00:00.000,4069.0802390251,801748251.0347502,0.01502066666262003,-0.5591120312561415,2
2017-08-24 00:00:00.000,4167.28917680219,686855777.303872,0.023848758494823485,-0.15467031809678033,4
2017-08-25 00:00:00.000,4199.89203158457,689332055.0584042,0.0077930712800799995,0.0035987535550425775,2
2017-08-26 00:00:00.000,4123.51337132546,401970264.1835565,-0.018353258194689914,-0.5393449764039886,4
2017-08-27 00:00:00.000,4116.46873916326,348607397.3713809,-0.0017098663040950868,-0.142431763101996,2
2017-08-28 00:00:00.000,4216.24277330547,652038444.4811547,0.02394869968775204,0.6261571710280123,4
2017-08-29 00:00:00.000,4394.06343624723,864725915.097578,0.041310017491674955,0.28230907144540396,4
2017-08-30 00:00:00.000,4553.80652713686,674336659.4873832,0.03570907170543869,-0.24868311456719283,4
2017-08-31 00:00:00.000,4702.93816308458,675647444.6830037,0.03222397189914972,0.0019419274693603938,4
2017-09-01 00:00:00.000,4863.19304868405,909131411.605347,0.03350777360203061,0.29681824248717703,4
2017-09-02 00:00:00.000,4556.5977768913,1475097323.458513,-0.06511898458549936,0.4839895976517248,4
2017-09-03 00:00:00.000,4632.46233076675,1007165501.0854648,0.01651230413639304,-0.38158401875745085,2
2017-09-04 00:00:00.000,4317.18518771612,1554585273.636073,-0.07048493466151307,0.4340688541385056,4
2017-09-05 00:00:00.000,4447.87559221093,1626968192.530412,0.02982297421013058,0.045509473277721924,4
2017-09-06 00:00:00.000,4592.25027789782,1060025861.6307496,0.03194357337846654,-0.42842497268840063,4
2017-09-07 00:00:00.000,4584.82027519271,669892692.7226958,-0.0016192540496593466,-0.4589310451307185,2
2017-09-08 00:00:00.000,4285.20793872097,1477975497.7897267,-0.067581828513811,0.7913109839779828,4
2017-09-09 00:00:00.000,4245.60734112386,787822375.6637348,-0.009284196351631024,-0.6291558705659916,2
2017-09-10 00:00:00.000,4132.6646422833,997139675.398169,-0.026962490881135892,0.23561820297995695,4
2017-09-11 00:00:00.000,4164.97621199409,771493043.3837389,0.0077881734341946895,-0.25656320107300346,2
2017-09-12 00:00:00.000,4130.95628475182,1062536773.8295212,-0.008201638081448692,0.3200868561011383,4
2017-09-13 00:00:00.000,3883.65200134942,1545425745.1412098,-0.06173297770491182,0.3746402037067611,1
2017-09-14 00:00:00.000,3100.66815470405,1950938472.0145133,-0.22515832636762134,0.23301108891591227,1
2017-09-15 00:00:00.000,3587.9431219159,3308099534.339308,0.1459614697195324,0.5280633411835538,1
2017-09-16 00:00:00.000,3606.27519721432,1399781741.4877734,0.0050963465836222355,-0.8600575401563972,1
2017-09-17 00:00:00.000,3553.43231625865,846880197.8947364,-0.014761452306110812,-0.5025123627278312,1
2017-09-18 00:00:00.000,4012.28582499344,1282809663.1080554,0.12144712404328217,0.4152487588310301,1
2017-09-19 00:00:00.000,3898.93473248234,942656241.4373353,-0.028657739775638902,-0.30810632162415885,1
2017-09-20 00:00:00.000,3858.02095060051,676074373.1781092,-0.01054902540801983,-0.33239858950607726,1
2017-09-21 00:00:00.000,3628.05858753461,913652257.307351,-0.06145666406263928,0.3011469471098316,1
2017-09-22 00:00:00.000,3622.1830393146,767837732.7568976,-0.0016207872257609779,-0.1738716112443761,1
2017-09-23 00:00:00.000,3763.41140627887,578068211.7796992,0.03824894135716228,-0.28388655018193987,1
2017-09-24 00:00:00.000,3672.30507973319,429544014.3865627,-0.024506282944885882,-0.29696766079603165,1
2017-09-25 00:00:00.000,3866.70515274174,800311260.7601415,0.051583210666876766,0.6222765135746933,1
2017-09-26 00:00:00.000,3852.93520487706,544391497.5833492,-0.003567513985400339,-0.38533207525091484,1
2017-09-27 00:00:00.000,4134.21241496119,936452128.5755136,0.07046159366391969,0.5424297505028477,1
2017-09-28 00:00:00.000,4134.88495085993,852500405.3533716,0.00016266246978879906,-0.09392471855423423,0
2017-09-29 00:00:00.000,4130.41524600294,829225349.3886597,-0.0010815590931336772,-0.027681733652993756,0
2017-09-30 00:00:00.000,4297.79117003372,720251082.9981893,0.039723263587399416,-0.1408920733868264,0
2017-10-01 00:00:00.000,4347.57873545332,682387248.0888995,0.011517868262332698,-0.05400256845952356,0
2017-10-02 00:00:00.000,4383.32549736353,738468958.9611623,0.008188604685486212,0.0789817593911053,0
2017-10-03 00:00:00.000,4319.06921246641,760685985.6944162,-0.014767763316404725,0.02964157038910642,0
2017-10-04 00:00:00.000,4231.46418703684,573368922.9375935,-0.020491842292070572,-0.28269128482227757,0
2017-10-05 00:00:00.000,4290.38040438142,713160614.1358172,0.013827324686875642,0.21817730620953668,3
2017-10-06 00:00:00.000,4347.54723950876,623863525.065278,0.01323643173047806,-0.13377502569585076,0
2017-10-07 00:00:00.000,4405.0162007055,468192424.3612093,0.01313210409136012,-0.2870522600394487,0
2017-10-08 00:00:00.000,4562.32193109848,771225396.3362144,0.03508775216604931,0.49910129910980316,4
2017-10-09 00:00:00.000,4758.72164979337,1128809802.8032467,0.042147381859960475,0.38093841108223714,4
2017-10-10 00:00:00.000,4769.47734676417,1134289150.2871664,0.002257656781345929,0.0048423496314526915,4
2017-10-11 00:00:00.000,4807.92589489803,836737765.8088199,0.00802905625140049,-0.3042507155001317,2
2017-10-12 00:00:00.000,5331.61930195449,2084912155.2398603,0.10338921679489488,0.9129712826643193,4
